  1619,   750,   971
   878,   612,   827
   102,   478,   502
 -1185,  -258,   150
  -772,    64,   527
   198,   472,   737
  2008,   788,  1222
   947,   548,  1051
  -121,   257,   407
 -1138,  -126,   299
  -468,   181,   608
   217,   695,   898
  1823,   593,   924
   892,   606,   952
   223,   538,   598
 -1329,    48,   177
  -740,    62,   385
   201,   715,   627
  1876,   632,  1254
   934,   626,  1039
   172,   482,   560
 -1104,   -50,   210
  -612,    75,   508
   161,   604,   810
  2037,   769,  1070
   921,   567,  1010
  -110,   294,   437
 -1167,  -125,   236
  -451,   204,   509
   489,   740,   813
  1711,   751,  1023
   937,   603,   889
  -126,   317,   422
 -1222,  -179,   265
  -541,   174,   683
   529,   708,   817
  1823,   824,   861
   917,   586,   832
   251,   478,   544
 -1037,   -54,   252
  -620,    79,   568
   232,   574,   899
  2097,   797,  1115
   981,   577,   954
    78,   339,   402
 -1089,  -182,   129
  -607,   148,   182
   380,   691,   781
  1300,   627,  1492
   601,   532,  1180
   221,   312,   361
  -294,   132,    48
  -622,    67,    56
    48,   378,  1098
  1187,   657,  1315
   694,   528,  1505
   -24,   272,   349
  -798,   -52,   261
  -505,   -40,   673
    83,   250,   811
  1452,   620,   710
  1005,   427,   920
   537,   409,   582
  -657,   -16,   272
  -941,   -95,   550
  -184,   296,   820
  1054,   741,   727
  1267,   588,  1011
   714,   518,   805
  -295,   219,   437
  -994,  -175,   352
  -382,   151,   607
   502,   596,   796
  1887,   800,   991
   769,   514,   969
    55,   457,   462
 -1088,   -84,   130
  -725,   -28,   592
    10,   352,   994
  1576,   762,   582
   960,   542,   919
   500,   452,   718
  -625,    45,   471
  -822,  -134,   566
  -158,   183,   792
  1134,   852,   614
  1278,   578,   935
   767,   508,   851
  -220,   361,   495
 -1001,  -198,   350
  -404,   118,   512
   339,   570,   893
  1925,   641,   918
   797,   531,   962
   225,   411,   608
 -1058,    97,   316
  -677,     7,   524
    18,   392,   883
  1563,   771,   622
  1019,   582,  1007
   555,   540,   661
  -533,   110,   474
  -854,  -114,   470
  -205,   235,   756
  1103,   746,   652
  1365,   677,   883
   788,   617,   805
  -327,   193,   457
 -1007,  -138,   391
  -221,   214,   578
   930,   675,   884
  1294,   609,   998
   732,   521,   757
  -149,   195,   420
  -991,   -14,   441
  -365,   173,   716
   511,   621,   741
  1878,   717,   799
   861,   507,   844
   254,   415,   560
  -968,  -137,   397
  -623,    63,   679
    72,   480,   772
  1789,   742,   777
  1057,   645,   948
   425,   533,   643
  -752,   -95,   414
  -947,   -64,   509
  -124,   322,   520
  1294,   819,   711
  1294,   602,  1051
   777,   613,   687
  -185,   216,   435
 -1021,  -150,   504
